x,y,x_err,y_err,t_up_true,t_low_true,is_concordant,Case,Tier,L,True_I,CL_code,Sample
7.199058761,0.287148127,0.085891641,0.005138927,3000,700,FALSE,1,A,1,700,C25L100,1A
10.22282091,0.37116176,0.152635363,0.008312639,3000,700,FALSE,1,A,1,700,C25L100,1A
4.143044254,0.202238379,0.04647634,0.003403041,3000,700,FALSE,1,A,1,700,C25L100,1A
7.965129581,0.308433,0.10643366,0.006182132,3000,700,FALSE,1,A,1,700,C25L100,1A
4.402186259,0.209438502,0.055398091,0.003953431,3000,700,FALSE,1,A,1,700,C25L100,1A
18.07585157,0.591075118,0.166166312,0.00543359,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.21362573,0.592879668,0.093339346,0.00303833,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.13854386,0.591897611,0.185054878,0.006038717,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.14551312,0.591988904,0.107797406,0.00351684,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.22254236,0.592996081,0.163093073,0.005307358,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.21616844,0.592912869,0.11829109,0.003850223,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.08569624,0.591204426,0.122700916,0.004010978,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.32945258,0.594388338,0.249094119,0.008077636,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.22318004,0.593004404,0.129775904,0.004223065,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
17.99407454,0.589998813,0.221955993,0.007277605,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.19583531,0.592647265,0.159950981,0.005209682,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.18197152,0.592466032,0.225768524,0.007356748,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
17.94212533,0.589313056,0.230190314,0.007560652,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.34122662,0.594541271,0.110893825,0.003594686,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.15722134,0.592142212,0.247950028,0.008086131,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.10874372,0.591506931,0.108627559,0.003548228,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.32847301,0.594375611,0.227932957,0.007391657,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.16136,0.592196385,0.268647311,0.008759915,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.19644657,0.592655253,0.221871554,0.00722632,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.18426811,0.592496061,0.162681897,0.005300647,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.22765655,0.593062829,0.202097525,0.006575532,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.27370907,0.59366322,0.166133595,0.00539723,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.28488422,0.593808729,0.262457821,0.00852342,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.14685261,0.592006448,0.126436777,0.004124759,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.19602206,0.592649706,0.162691904,0.005298922,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.1944057,0.592628582,0.12060553,0.003928366,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.23329013,0.59313634,0.153064414,0.004979248,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.25618621,0.593434916,0.135752406,0.004412763,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.05725289,0.590830675,0.226348489,0.007406089,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.2010227,0.592715049,0.141624589,0.004611995,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.27178692,0.593638185,0.125301727,0.00407097,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.15466152,0.5921087,0.175812763,0.005734079,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.18868136,0.592553759,0.099159801,0.003230444,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.09806237,0.591366774,0.264110878,0.008630007,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.19903926,0.592689133,0.181172629,0.005900259,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.00886418,0.590193755,0.13550523,0.004440832,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.17221128,0.592338375,0.229842774,0.007491917,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.19043941,0.592576741,0.254964812,0.008305804,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.28285701,0.593782339,0.271018981,0.008802032,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
18.08263805,0.591164264,0.103400528,0.003380408,3000,,TRUE,1,B,0.966666667,700,C25L97,1B
10.76858151,0.398680027,0.120258799,0.006678426,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.656301161,0.212244769,0.050484914,0.003451825,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.114821089,0.173325413,0.039631519,0.003307967,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
9.068637992,0.347643987,0.069333348,0.003986815,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.441919088,0.156931133,0.029553209,0.002848877,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.27739528,0.156013079,0.015059369,0.001547464,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.278480082,0.145184686,0.02346255,0.00224255,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.618644901,0.213641362,0.045356514,0.003147036,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.029305745,0.143658697,0.010756428,0.001142204,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
12.20168642,0.416618623,0.109870237,0.005627171,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.051560388,0.214700684,0.039249868,0.003119899,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
11.14967538,0.386576791,0.144327757,0.007506106,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.861654244,0.194069417,0.036221915,0.002730526,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.633774571,0.190783202,0.034821082,0.002742305,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
11.70793471,0.407701606,0.095906308,0.005009571,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.212490919,0.174708148,0.046583081,0.003800062,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
6.916642944,0.275978307,0.065682702,0.00393117,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.447165353,0.150923729,0.021200662,0.001961259,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.097516041,0.172853385,0.043584725,0.003648295,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.88123965,0.247493706,0.03680521,0.002323249,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
12.9500902,0.443738056,0.107038562,0.005501554,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
9.347391889,0.353672521,0.058829008,0.003338825,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
7.997730019,0.30756692,0.056185846,0.00324109,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.525097536,0.212700791,0.050928984,0.003590851,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
7.230598231,0.285166029,0.065079827,0.003850004,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.441544101,0.152968503,0.020074758,0.001886597,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.354636371,0.211460298,0.061516722,0.00448086,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.141513073,0.147182822,0.027038532,0.002787474,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.161038332,0.22887042,0.039110783,0.002601599,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.291902855,0.201967717,0.028657015,0.002022806,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
12.05633814,0.420162718,0.111255928,0.005815894,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.852728907,0.19480376,0.049728635,0.003771609,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
7.689327437,0.309718898,0.052007257,0.003142205,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.752482558,0.246254777,0.085829456,0.005511337,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
1.946698996,0.138661605,0.015930352,0.001702057,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.110463382,0.234022039,0.06579537,0.004519424,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.741728687,0.15889096,0.035680567,0.003101685,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.158181611,0.225579549,0.033710033,0.00221133,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.470113521,0.214496005,0.056977134,0.004101026,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
15.3461339,0.5159485,0.20883034,0.010531548,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.603345912,0.160079817,0.032224152,0.002972196,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
8.642318699,0.316820752,0.075007059,0.004124552,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
9.192345773,0.339637381,0.062167041,0.003445407,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
10.20233917,0.368657253,0.117688046,0.006378912,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.022016362,0.237964808,0.034767453,0.002471148,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
8.824519461,0.338526452,0.092737649,0.005336406,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.468497994,0.159061515,0.024344132,0.002352978,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
8.069026866,0.315843717,0.071440701,0.004194576,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
7.832340281,0.309547822,0.04433725,0.002628429,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.499271904,0.231332375,0.059709517,0.003767611,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
9.335872151,0.355491945,0.08614527,0.004920368,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
9.961882032,0.368851477,0.055315383,0.003072185,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
6.550073529,0.269982531,0.093644215,0.005789775,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
12.24384009,0.437158959,0.165583528,0.008868091,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.882648359,0.170114081,0.0259803,0.002299768,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
6.985684212,0.284350668,0.103292712,0.006306759,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.914100609,0.223461786,0.040348974,0.002752219,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
10.08595996,0.35550305,0.09164803,0.004845521,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.60391725,0.243429505,0.046471182,0.003028004,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
5.275194543,0.236859871,0.043294342,0.002915919,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
6.946650475,0.274820394,0.061762441,0.003665129,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
8.993594074,0.342539653,0.128383992,0.007334655,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.983292536,0.199301361,0.056718118,0.004256779,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
4.23466671,0.203510042,0.022296894,0.00160732,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.066806506,0.172362307,0.039459057,0.003326549,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
7.012650005,0.281153753,0.046324746,0.002785903,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
2.699293354,0.167389246,0.036592758,0.003403799,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
10.01854429,0.361064563,0.098358416,0.0053172,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
3.919932995,0.207405358,0.035970061,0.002854787,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
12.02521981,0.416660822,0.165266715,0.008589469,3000,700,FALSE,1,B,0.966666667,700,C25L97,1B
